rowid,loan_range,business_name,address,city,state,zip,naics_code,naics_desc,business_type,race_ethnicity,gender,veteran,non_profit,jobs_reported,date_approved,lender,min_value,max_value
9593,"e $150,000-350,000","REVOLUTION TEA, LLC","220 S 9th Street, Suite 300",PHOENIX,AZ,85034,424490,Other Grocery and Related Products Merchant Wholesalers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,2020-05-03,"Zions Bank, A Division of",150000,350000
9594,"e $150,000-350,000",REXPAY INC.,275 Gateway Drive,PHOENIX,AZ,85034,541511,Custom Computer Programming Services,Corporation,Unanswered,Female Owned,Unanswered,,12,2020-04-15,Silicon Valley Bank,150000,350000
9595,"e $150,000-350,000",RFS INVESTMENTS LLC,7001 N Scottsdale RD 105,PARADISE VALLEY,AZ,85253,812112,Beauty Salons,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,40,2020-04-10,"Zions Bank, A Division of",150000,350000
9596,"e $150,000-350,000",RGB LIGHTING L.L.C.,4420 North Saddlebag Trail #110,SCOTTSDALE,AZ,85251,722410,Drinking Places (Alcoholic Beverages),Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,2020-04-07,"Zions Bank, A Division of",150000,350000
9597,"e $150,000-350,000","RH SYSTEMS, LLC",1225 W. Houston Ave.,GILBERT,AZ,85233,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,2020-04-10,MidFirst Bank,150000,350000
9598,"e $150,000-350,000","RHINO MARYLAND, LLC",125 W Julie Drive,TEMPE,AZ,85283,711190,Other Performing Arts Companies,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,12,2020-07-09,"JPMorgan Chase Bank, National Association",150000,350000
9599,"e $150,000-350,000",RHINO MASONRY,722 WEST MCLELLAN ROAD,MESA,AZ,85201,236220,Commercial and Institutional Building Construction,Corporation,Unanswered,Male Owned,Non-Veteran,,0,2020-05-02,"Wells Fargo Bank, National Association",150000,350000
9600,"e $150,000-350,000","RHINO STAGING AND EVENTS SOLUTIONS, INC.",125 W Julie Drive,TEMPE,AZ,85283,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities",Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,25,2020-07-09,"JPMorgan Chase Bank, National Association",150000,350000
9601,"e $150,000-350,000","RHS STAFFING, LLC",2327 E SPEEDWAY BLVD.,TUCSON,AZ,85719,623110,Nursing Care Facilities (Skilled Nursing Facilities),Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,2020-04-28,"Wells Fargo Bank, National Association",150000,350000
9602,"e $150,000-350,000",RIALTO THEATRE FOUNDATION,318 E. Congress St.,TUCSON,AZ,85701,711130,Musical Groups and Artists,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,92,2020-04-11,"Zions Bank, A Division of",150000,350000
9603,"e $150,000-350,000","RICH SALES INTERNATIONAL, INC.",15547 N 77th St,SCOTTSDALE,AZ,85260,,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,2020-05-01,"JPMorgan Chase Bank, National Association",150000,350000
9604,"e $150,000-350,000",RICHARD AND BAUER ARCHITECTURE LLC,4450 N 12TH STREET SUITE 200,PHOENIX,AZ,85014,541310,Architectural Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,2020-05-03,"Wells Fargo Bank, National Association",150000,350000
9605,"e $150,000-350,000","RICHARD B. HIGGS, DDS, PC",3175 S Price Rd Ste 140,CHANDLER,AZ,85248,621210,Offices of Dentists,Corporation,Unanswered,Male Owned,Non-Veteran,,17,2020-04-28,West Valley National Bank,150000,350000
9606,"e $150,000-350,000","RICHARD BELLAH &AMP; ASSOCIATES, P.L.L.C.",5622 GLENDALE AVE,GLENDALE,AZ,85301,541110,Offices of Lawyers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,2020-05-03,BMO Harris Bank National Association,150000,350000
9607,"e $150,000-350,000",RICHARD E FELDHAKE DMD AND ASSOCIATES PC,5310 W THUNDERBIRD RD Ste 111,GLENDALE,AZ,85306,621210,Offices of Dentists,Corporation,Unanswered,Male Owned,Non-Veteran,,18,2020-05-01,"JPMorgan Chase Bank, National Association",150000,350000
9608,"e $150,000-350,000","RICHARD L. JONES CUSTOMHOUSE BROKER, INC.",4832 E VAUGHAN STREET,SAN LUIS,AZ,85349,523210,Securities and Commodity Exchanges,Corporation,Unanswered,Unanswered,Unanswered,,23,2020-04-27,1st Bank Yuma,150000,350000
9609,"e $150,000-350,000",RICHARD T. HOLMES AND JANET R. HOLMES (EPC),121 N Lake Havasu Ave,LAKE HAVASU CITY,AZ,86403,447110,Gasoline Stations with Convenience Stores,Corporation,White,Male Owned,Non-Veteran,,44,2020-04-14,Horizon Community Bank,150000,350000
9610,"e $150,000-350,000","RICHARDSON'S CUISINE OF NEW MEXICO, INC.",6008 N 16TH ST,PHOENIX,AZ,85016,722511,Full-Service Restaurants,Corporation,White,Male Owned,Non-Veteran,,,2020-04-28,First Fidelity Bank,150000,350000
9611,"e $150,000-350,000","RICHARDSONS WHOLESALE, INC.",6008 N 16TH ST,PHOENIX,AZ,85016,722511,Full-Service Restaurants,Subchapter S Corporation,White,Male Owned,Non-Veteran,,,2020-04-28,First Fidelity Bank,150000,350000
9612,"e $150,000-350,000",RICHLAND RESEARCH CORPORATION,3110 North 19th Avenue,PHOENIX,AZ,85015,561312,Executive Search Services,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,18,2020-04-13,"Readycap Lending, LLC",150000,350000
9613,"e $150,000-350,000","RICK GRIFFITH ENTERPRISES, LLC",2250 Hwy 95 Ste 26,BULLHEAD CITY,AZ,86442,722511,Full-Service Restaurants,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42,2020-04-27,Mission Bank,150000,350000
9614,"e $150,000-350,000","RICK JOY ARCHITECTS, INC.",400 S RUBIO AVE,TUCSON,AZ,85701,541310,Architectural Services,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,2020-04-27,"JPMorgan Chase Bank, National Association",150000,350000
9615,"e $150,000-350,000",RICO ENTERPRISES INC,15025 N 74TH STREET,SCOTTSDALE,AZ,85260,541618,Other Management Consulting Services,Corporation,Unanswered,Unanswered,Unanswered,,,2020-05-03,"Wells Fargo Bank, National Association",150000,350000
9616,"e $150,000-350,000",RIDER ELITE TEAM,12911 CORRINE DR E,SCOTTSDALE,AZ,85259,531210,Offices of Real Estate Agents and Brokers,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,13,2020-05-04,"U.S. Bank, National Association",150000,350000
9617,"e $150,000-350,000",RIGGINS FARMS LIMITED PARTNERSHIP,18095 ATTAWAY RD,FLORENCE,AZ,85132,812990,All Other Personal Services,Partnership,Unanswered,Unanswered,Unanswered,,51,2020-05-02,BBVA USA,150000,350000
9618,"e $150,000-350,000","RIGHI FITCH LAW GROUP, PLLC",2111 E HIGHLAND AVE B440,PHOENIX,AZ,85016,541110,Offices of Lawyers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,2020-04-15,Pacific Enterprise Bank,150000,350000
9619,"e $150,000-350,000",RIGHT CALL CONSTRUCTION LLC,10221 N 32nd St,PHOENIX,AZ,85028,238160,Roofing Contractors,Corporation,Unanswered,Unanswered,Unanswered,,10,2020-04-28,Customers Bank,150000,350000
9620,"e $150,000-350,000","RIM COUNTRY MECHANICAL, INC.",261 N. 8th Street,SHOW LOW,AZ,85901,238220,"Plumbing, Heating, and Air-Conditioning Contractors",Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,2020-04-13,"Zions Bank, A Division of",150000,350000
9621,"e $150,000-350,000","RIMCA, LLC",3453 Maricopa Ave,LAKE HAVASU CITY,AZ,86406,722511,Full-Service Restaurants,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,43,2020-04-09,Horizon Community Bank,150000,350000
9622,"e $150,000-350,000",RIMSA PLUS USA LLC,3420 East Shea Boulevard Ste 200,PHOENIX,AZ,85028,238990,All Other Specialty Trade Contractors,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,2020-05-03,MBE Capital Partners,150000,350000
9623,"e $150,000-350,000","RINCON DEL TLAQUEPAQUE, LLC",65 MINGUS MOUNTAIN RD,SEDONA,AZ,86336,722511,Full-Service Restaurants,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,2020-05-03,"Bank of America, National Association",150000,350000
9624,"e $150,000-350,000",RINCON MOUNTAIN HOSPITALITY,7777 E Golf Links Rd Unit 2302,TUCSON,AZ,85730,722511,Full-Service Restaurants,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,25,2020-04-29,Northeast Bank,150000,350000
9625,"e $150,000-350,000",RINCON ORTHOPEDIC ASSOCIATES,2100 N ROSEMONT BLVD STE 100,TUCSON,AZ,85712,621111,Offices of Physicians (except Mental Health Specialists),Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,2020-04-28,"Zions Bank, A Division of",150000,350000
9626,"e $150,000-350,000",RIO BLANCO LLC,571 N. 54th Street,CHANDLER,AZ,85226,112120,Dairy Cattle and Milk Production,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,33,2020-05-03,Cross River Bank,150000,350000
9627,"e $150,000-350,000","RIO GRANDE TURFGRASS, LLC",11407 E GERMANN RD,CHANDLER,AZ,85286,111998,All Other Miscellaneous Crop Farming,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,24,2020-04-11,BMO Harris Bank National Association,150000,350000
9628,"e $150,000-350,000",RIO SALADO BEHAVIORAL HEALTH SYSTEMS INC.,1308 W Camelback Rd,PHOENIX,AZ,85013,621420,Outpatient Mental Health and Substance Abuse Centers,Corporation,Unanswered,Unanswered,Unanswered,,14,2020-04-07,First Fidelity Bank,150000,350000
9629,"e $150,000-350,000","RIO WEST DEVELOPMENT AND CONSTRUCTION, INC",2440 S. 34th Place,TUCSON,AZ,85713,236220,Commercial and Institutional Building Construction,Corporation,Unanswered,Unanswered,Unanswered,,15,2020-05-03,"Zions Bank, A Division of",150000,350000
9630,"e $150,000-350,000","RISE ABOVE SUPPORT SERVICES, LLC",18001 N. 79TH AVE,GLENDALE,AZ,85308,621610,Home Health Care Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,109,2020-04-08,First Fidelity Bank,150000,350000
9631,"e $150,000-350,000","RISE RESOURCE CENTER, INC.",301 N. Willard St.,COTTONWOOD,AZ,86326,541611,Administrative Management and General Management Consulting Services,Corporation,Unanswered,Unanswered,Unanswered,,25,2020-05-01,"JPMorgan Chase Bank, National Association",150000,350000
9632,"e $150,000-350,000",RISEN SAVIOR LUTHERAN CHURCH,23914 S Alma School Rd,SUN LAKES,AZ,85248,813110,Religious Organizations,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,55,2020-04-28,Western Alliance Bank,150000,350000
9633,"e $150,000-350,000","RISK ASSESSMENT GROUP, INC.",2100 S Rural Rd,TEMPE,AZ,85282,561311,Employment Placement Agencies,Subchapter S Corporation,White,Male Owned,Non-Veteran,,23,2020-05-05,Desert Financial FCU d/b/a Desert Financial CU,150000,350000
9634,"e $150,000-350,000",RISKEBIZ LLC,8329 E Via De Dorado,SCOTTSDALE,AZ,85258,722511,Full-Service Restaurants,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,2020-04-08,"UMB Bank, National Association",150000,350000
9635,"e $150,000-350,000",RITA TSINIGINE,Mile Post 308 Highway 98,PAGE,AZ,86040,,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,2020-05-03,"Zions Bank, A Division of",150000,350000
9636,"e $150,000-350,000",RIVER CITY NEWSPAPERS LLC,2225 W Acoma Blvd,LAKE HAVASU CITY,AZ,86403,511110,Newspaper Publishers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,2020-04-14,Horizon Community Bank,150000,350000
9637,"e $150,000-350,000",RIVER COOPERATIVE GIN INCORPORATED,9142 NORTH SKOUSEN ROAD,COOLIDGE,AZ,85128,115111,Cotton Ginning,Corporation,Unanswered,Unanswered,Unanswered,,0,2020-08-03,"Wells Fargo Bank, National Association",150000,350000
9638,"e $150,000-350,000","RIVER FAST FOODS, INC.",1930 E 3RD STREET Suite 20,TEMPE,AZ,85281,722511,Full-Service Restaurants,Corporation,Unanswered,Male Owned,Non-Veteran,,81,2020-04-27,"Zions Bank, A Division of",150000,350000
9639,"e $150,000-350,000",RIVER ROSE RESTAURANTS INC,42 Smoketree Ave S,LAKE HAVASU CITY,AZ,86403,722511,Full-Service Restaurants,Corporation,Unanswered,Female Owned,Unanswered,,48,2020-04-13,Horizon Community Bank,150000,350000
9640,"e $150,000-350,000","RIVER STONE WORKS, INC",585 N LAKE HAVASU AVE,LAKE HAVASU CITY,AZ,86403,238990,All Other Specialty Trade Contractors,Corporation,White,Male Owned,Non-Veteran,,13,2020-04-10,Horizon Community Bank,150000,350000
9641,"e $150,000-350,000","RIVER VALLEY AIR CONDITIONING, INC.",PO Box 9507,FORT MOHAVE,AZ,86427,713940,Fitness and Recreational Sports Centers,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,27,2020-05-01,"JPMorgan Chase Bank, National Association",150000,350000
9642,"e $150,000-350,000","RIVER VIEW GROWERS, L.L.C.",PO BOX 717,LAVEEN,AZ,85339,111421,Nursery and Tree Production,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,24,2020-04-27,Desert Financial FCU d/b/a Desert Financial CU,150000,350000
9643,"e $150,000-350,000","RIVERS &AMP; MOOREHEAD, P.L.L.C.",13618 S 34TH ST,PHOENIX,AZ,85044,541211,Offices of Certified Public Accountants,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,2020-05-01,"JPMorgan Chase Bank, National Association",150000,350000
9644,"e $150,000-350,000",RIVIERA OPTICARE INC.,555 . Gilbert Rd. #101,MESA,AZ,85203,621320,Offices of Optometrists,Corporation,Unanswered,Female Owned,Non-Veteran,,28,2020-04-27,"Zions Bank, A Division of",150000,350000
9645,"e $150,000-350,000",RJ RUSSO LLC,3836 W BUCKEYE RD BLDG C,PHOENIX,AZ,85009,236210,Industrial Building Construction,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,2020-04-07,First Fidelity Bank,150000,350000
9646,"e $150,000-350,000","RJC BUILDERS, LLC",1302 W 23rd Street Suite 110,TEMPE,AZ,85282,237310,"Highway, Street, and Bridge Construction",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,2020-04-09,First Fidelity Bank,150000,350000
9647,"e $150,000-350,000","RJP-AZ, LLC",4110 E SCOTTSDALE RD 170,SCOTTSDALE,AZ,85251,523930,Investment Advice,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,2020-04-27,Commerce Bank of Arizona,150000,350000
9648,"e $150,000-350,000",RJS HOMECARE LLC,"8436 E Shea Blvd, Suite 101",SCOTTSDALE,AZ,85254,621610,Home Health Care Services,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,2020-04-28,Live Oak Banking Company,150000,350000
9649,"e $150,000-350,000",RK AUTOMOTIVE INC,2841 S PACIFIC 0.0,YUMA,AZ,85365,441110,New Car Dealers,Corporation,Unanswered,Unanswered,Unanswered,,28,2020-04-09,"JPMorgan Chase Bank, National Association",150000,350000
9650,"e $150,000-350,000","RKS AUTO PARTS, INC",420 S MAIN ST,COTTONWOOD,AZ,86326,441310,Automotive Parts and Accessories Stores,Corporation,Unanswered,Unanswered,Unanswered,,24,2020-04-30,"Bank of America, National Association",150000,350000
9651,"e $150,000-350,000",RL JONES INSURANCE SERVICES,2180 S 4th Avenue Suite D,YUMA,AZ,85364,524210,Insurance Agencies and Brokerages,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,2020-04-27,"Zions Bank, A Division of",150000,350000
9652,"e $150,000-350,000","RLF CONSULTING, LLC",2165 WEST PECOS RD SUITE 5,CHANDLER,AZ,85224,541370,Surveying and Mapping (except Geophysical) Services,Subchapter S Corporation,White,Male Owned,Unanswered,,25,2020-04-27,Arizona Central CU,150000,350000
9653,"e $150,000-350,000","RLS-CMC, INC.",30959 N. 120th Avenue,PEORIA,AZ,85383,236220,Commercial and Institutional Building Construction,Corporation,Unanswered,Unanswered,Unanswered,,,2020-04-10,MidFirst Bank,150000,350000
9654,"e $150,000-350,000",RM GARRISON MACHINING,1138 W Watkins ST,PHOENIX,AZ,85007,332710,Machine Shops,Corporation,Unanswered,Unanswered,Non-Veteran,,24,2020-04-07,MidFirst Bank,150000,350000
9655,"e $150,000-350,000","RM INTERIORS & DESIGN, INC.",2925 N NORWALK,MESA,AZ,85215,238330,Flooring Contractors,Corporation,Unanswered,Unanswered,Unanswered,,14,2020-04-09,Johnson Bank,150000,350000
9656,"e $150,000-350,000","RMG OUTDOOR, INC.",4425 N 24TH ST STE 200,PHOENIX,AZ,85016,541330,Engineering Services,Corporation,Unanswered,Male Owned,Non-Veteran,,9,2020-04-14,Metro Phoenix Bank,150000,350000
9657,"e $150,000-350,000","RMH ENTERPRISES, INC.",Hwy 160 PO BOX 1219,KAYENTA,AZ,86033,722513,Limited-Service Restaurants,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,,2020-04-15,Great Western Bank,150000,350000
9658,"e $150,000-350,000","RMJ CONSTRUCTION, LLC","1478 N Tech Blvd, St. 101",GILBERT,AZ,85233,236118,Residential Remodelers,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27,2020-04-29,"Alerus Financial, National Association",150000,350000
9659,"e $150,000-350,000",RMP CONSTRUCTION LLC,219 South Siesta Lane #101,TEMPE,AZ,85281,236118,Residential Remodelers,Corporation,Unanswered,Unanswered,Unanswered,,10,2020-04-28,Northeast Bank,150000,350000
9660,"e $150,000-350,000","RMR FABRICATION, LLC",8924 E. PINNACLE PEAK RD. STE. G5 #,SCOTTSDALE,AZ,85255,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,2020-05-14,Intuit Financing Inc.,150000,350000
9661,"e $150,000-350,000",ROAD RUNNA ENTERPRISES LLC,8107 S 21ST DR,PHOENIX,AZ,85041,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,2020-06-20,WebBank,150000,350000
9662,"e $150,000-350,000",ROADFLEET CARRIER SERVICES INC,5522 W ROOSEVELT ST STE 4,PHOENIX,AZ,85043,492110,Couriers and Express Delivery Services,Corporation,Unanswered,Unanswered,Unanswered,,25,2020-05-01,"Bank of America, National Association",150000,350000
9663,"e $150,000-350,000",ROADRUNNER COLLISION CENTER,7361 S 89th Pl,MESA,AZ,85212,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,2020-04-14,MidFirst Bank,150000,350000
9664,"e $150,000-350,000","ROADRUNNER GLASS CO., INC",3033 W Thomas Road,PHOENIX,AZ,85017,238150,Glass and Glazing Contractors,Corporation,Unanswered,Male Owned,Non-Veteran,,0,2020-05-14,"Washington Federal Bank, National Association",150000,350000
9665,"e $150,000-350,000",ROADRUNNER LOCK & KEY INC.,5001 E SPEEDWAY BLVD,TUCSON,AZ,85712,561622,Locksmiths,Corporation,Unanswered,Male Owned,Non-Veteran,,0,2020-05-01,BBVA USA,150000,350000
9666,"e $150,000-350,000","ROADRUNNER PAVING &AMP; ASPHALT MAINTENANCE, LLC",1959 S POWER RD STE 103-419,MESA,AZ,85206,237310,"Highway, Street, and Bridge Construction",Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,14,2020-05-01,"JPMorgan Chase Bank, National Association",150000,350000
9667,"e $150,000-350,000",ROADRUNNER STEEL INC,5175 W Missouri Ave,GLENDALE,AZ,85301,331221,Rolled Steel Shape Manufacturing,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,2020-04-28,BMO Harris Bank National Association,150000,350000
9668,"e $150,000-350,000","ROBBINS ENTERPRISES ARIZONA, LLC",3603 N. 60th Street,SCOTTSDALE,AZ,85251,811111,General Automotive Repair,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,31,2020-04-14,"Zions Bank, A Division of",150000,350000
9669,"e $150,000-350,000","ROBBINS EQUIPMENT COMPANY, INC.",4335 N SULLINGER AVE,TUCSON,AZ,85705,333131,Mining Machinery and Equipment Manufacturing,Corporation,Unanswered,Male Owned,Non-Veteran,,26,2020-04-13,Vantage West CU,150000,350000
9670,"e $150,000-350,000",ROBERT BREI DDS PC,4820 E CAMP LOWELL DR,TUCSON,AZ,85712,621210,Offices of Dentists,Corporation,Unanswered,Unanswered,Unanswered,,13,2020-04-15,Commerce Bank of Arizona,150000,350000
