combined_type	seqnos	calltype	responsible_company	responsible_org_type	responsible_city	responsible_state	responsible_zip	source	date_received	date_complete	description_of_incident	type_of_incident	incident_cause	incident_dtg	incident_location	location_address	location_street1	location_nearest_city	location_state	location_county	location_zip	potential_flag	distance_from_location	incident_date	incident_time	has_lat_long	fire_involved	any_evacuations	any_injuries	number_injured	any_fatalities	number_fatalities	any_damages	air_corridor_closed	waterway_closed	road_closed	media_interest	medium_desc	body_of_water	release_secured	desc_remedial_action	weather_conditions	water_supply_contaminated	additional_info	state_agency_notified	federal_agency_notified	az_incident
ALL TABLES	1059738	INC	STAR ROOFING	PRIVATE ENTERPRISE		XX		TELEPHONE	2013-09-10	2013-09-10	CALLER STATES THE RESPONSIBLE PARTY IS IMPROPERLY DISPOSING OF ROOFING MATERIAL, TAR AND DIESEL FUEL FROM 55 GALLON DRUMS THAT HAVE BEEN SITTING AT THE LOCATION DESCRIPTION FOR MULTIPLE YEARS.  CALLER ALSO STATES THEY PUT THE MATERIALS ONTO TRUCKS TO DUMP AT A DIFFERENT DUMP SITE.   ADDRESS OF ADDITIONAL DUMP SITE: 43RD AVE. & LOWER BUCKEYE RD. PHOENIX, AZ.	STORAGE TANK	DUMPING	OCCURRED	INTERSECTION OF 19TH AVE. & MOUNTAIN VIEW, DIRECTLY BEHIND THE SONIC RESTAURANT	ROOFING YARD		PHONIEX	AZ	MARICOPA		N		2013-09-07	12:00:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		U			U				Y
ALL TABLES	1059893	INC	LANDSTAR	PRIVATE ENTERPRISE	JACKSONVILLE	FL	32224	TELEPHONE	2013-09-11	2013-09-11	CALLER STATED THAT DUE TO THE TRUCK GOING OFF THE ROAD IT RELEASED AN UNKNOWN AOUNTS OF MOTOR OIL, DIESEL, AND COOLANT ONTO THE SOIL.	MOBILE	OTHER	OCCURRED		I-8 EAST		MARICOPA	AZ	MARICOPA		N		2013-09-11	12:40:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CONTRACTOR IS EN ROUTE. WILL ARRIVE WITHIN 90 MINUTES.	UNKNOWN	U		AZ-DEQ. AZ-DOT, AZ-DPS, POLICE, EMS		Y
ALL TABLES	1059917	INC	ASARCO, INC	PRIVATE ENTERPRISE	HAYDEN	AZ	85135	TELEPHONE	2013-09-11	2013-09-11	CALLER STATED THAT THEY HAD AN ACID LINE THAT BROKE AND DISCHARGED 3.1 MILLION POUNDS OF SULFURIC ACID ONTO THE GROUND.	FIXED	EQUIPMENT FAILURE	DISCOVERED		POB 8	RAY MINE	HAYDEN	AZ	PINAL	85135	N		2013-09-11	08:00:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		Y	PUMPING THE IMPOUNDMENT OUT.	SUNNY	U	ALL CONTAINED ON THE PROPERTY IN A IMPOUNDMENT.			Y
ALL TABLES	1059967	INC	KNIGHT TRANSPORTATION	PRIVATE ENTERPRISE		AZ		WEB REPORT	2013-09-12	2013-09-12	***WEB REPORT*** A KNIGHT TRANSPORTATION TRUCK JACK-KNIFED AND WENT OFF THE ROAD. AN UNKNOWN AMOUNT OF DIESEL FUEL WAS RELEASED TO THE GROUND.  THE TRUCK ENTERED A POND AND THERE IS A REPORTED SHEEN ON THE SURFACE OF THE POND.	MOBILE	OPERATOR ERROR	OCCURRED	ROADWAY	INTERSECTION OF I76 AND 224		AKRON	OH	SUMMIT		N		2013-09-12	10:30:00	N	N	N	N		N		N	N	N	U	UNKNOWN	WATER	POND	U	A CONTRACTOR IS BEING DISPATCHED TO PERFORM SITE CLEANUP.		U	***WEB REPORT***			Y
ALL TABLES	1060072	INC	SHAMROCK FOODS	PRIVATE ENTERPRISE		AZ		WEB REPORT	2013-09-13	2013-09-13	***WEB REPORT*** IT WAS INITIALLY REPORTED THAT 19 GALLONS OF DIESEL FUEL WAS RELEASED. ONSITE CONTRACTOR THEN REPORTED THAT RELEASE WAS APPROXIMATELY 50-100 GALLONS OF DIESEL FUEL.	MOBILE	OTHER	OCCURRED	TERMINAL PARKING LOT	301 WHITE MOUNTAIN RD			AZ	NAVAJO		N		2013-09-11	04:25:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		U	CONTRACTOR WAS DISPATCHED. IN PROCESS OF CLEANING UP.		U	***WEB REPORT***			Y
ALL TABLES	1060604	INC	KNIGHT TRANSPORTATION	PRIVATE ENTERPRISE	PHOENIX	AZ	85043	TELEPHONE	2013-09-18	2013-09-18	THE CALLER REPORTED THAT DIESEL FUEL DISCHARGED FROM THE FUEL LINE ON A TRACTOR TRAILER DUE TO IMPACT FROM ROAD DEBRIS.	MOBILE	TRANSPORT ACCIDENT	OCCURRED		4690 GENEVA ST.		DENVER	CO	DENVER		N		2013-09-18	21:20:00	N	N	N	N		N		N	N	N	N	UNKNOWN	WATER	STORM DRAIN	N	CONTRACTOR HAS BEEN HIRED, THE DRIVER PLACED ABSORBENTS AROUND THE DRAIN TO STOP FURTHER MIGRATION.	UNKNOWN	U		CO-DEPT. OF HEALTH & ENV.  (VOICEMAIL)		Y
ALL TABLES	1061379	INC		UNKNOWN		XX		TELEPHONE	2013-09-26	2013-09-26	CALLER STATED THAT A THIRD PARTY WAS BORING AND THEY DAMAGED A GAS LINE RESULTING IN IGNITION AND 2 PEOPLE BEING TRANSPORTED TO THE HOSPITAL.	PIPELINE	OTHER	OCCURRED		200 E. KNOX RD	SPACE 1	CHANDLER	AZ	MARICOPA		N		2013-09-26	15:15:00	N	Y	N	Y	2	N		N	N	N	N	UNKNOWN	AIR		N	TRYING TO CONTROL THE GAS LINE TO SHUT IT OFF.	SUNNY	U		FD, PD, AZ CORP COMMS.		Y
ALL TABLES	1061695	INC	R&L CARRIERS	PRIVATE ENTERPRISE	WILMINGTON	OH	45147	TELEPHONE	2013-09-30	2013-09-30	CALLER IS REPORTING A RELEASE OF APPROXIMATELY 1-5 GALLONS OF UN 1760 CORROSIVE LIQUID ONTO THE LOADING DOCK AT A TRUCKING TERMINAL WHEN A PALLET OF BOXES GOT KNOCKED OVER, POSSIBLY BY A FORKLIFT.	FIXED	OPERATOR ERROR	DISCOVERED		830 SOUTH 25TH AVE		PHOENIX	AZ	MARICOPA		N		2013-09-30	12:28:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CONTRACTOR EN ROUTE TO CLEAN UP, NEUTRALIZE CHEMICAL AND SEND BACK TO SHIPPER.	UNKNOWN	U		AZ DEQ, DEPT PUBLIC SAF		Y
ALL TABLES	1061797	INC	FREEPORT MCMORAN	PRIVATE ENTERPRISE	MIAMI	AZ		TELEPHONE	2013-10-01	2013-10-01	REPORT OF A COMPANY THAT IS HAVING A CONTROLLED BURN, REPORTING PARTY STATES THAT THE SMOKE IS YELLOW AND BELIEVES IT IS THE SULFURIC ACID POOLS THAT ARE BEING BURNT. THERE IS A STRONG CHEMICAL ODOR IN THE AIR THAT BURNS THE EYES AND LUNGS AND STAYING LOW TO THE GROUND.	FIXED	UNKNOWN	DISCOVERED		HWY 60		MIAMI	AZ	GILA		N		2013-10-01	10:00:00	N	Y	N	N		N		N	N	N	N	UNKNOWN	AIR		U			U				Y
ALL TABLES	1061803	INC	FREEPORT MCMORAN	PRIVATE ENTERPRISE	MIAMI	AZ	85539	TELEPHONE	2013-10-01	2013-10-01	//THIS IS AN UPDATE TO REPORT NUMBER 1061797// CALLER STATES THAT FREEPORT IS BURNING CAT TAILS WITH CHEMICALS IN THE DIRT AND RELEASING THEM INTO THE ATMOSPHERE. THE BURNING OF SULPHURIC ACID IN THE DIRT IS FROM COPPER MINING. ITS IN A FIELD WITH 5 POOLS OF SULPHURIC ACID AND CALLER IS CONCERNED ITS MAKING RESIDENTS SICK.	FIXED	OTHER	OCCURRED		NEW ST AND HWY 60		MIAMI	AZ	GILA		N		2013-10-01	10:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		U	NONE	SUNNY	U		AZ DEQ		Y
ALL TABLES	1061907	INC	ARIZONA PUBLIC SERVICE COMPANY	PUBLIC UTILITY	PHOENIX	AZ	85021	WEB REPORT	2013-10-02	2013-10-02	***WEB REPORT*** A WOOD UTILITY POLE FAILED CAUSING A NON-PCB OVERHEAD TRANSFORMER TO FALL INTO AN IRRIGATION DITCH SPILLING IT'S CONTENTS.  THERE WAS NO WATER IN THE DITCH AT THE TIME OF THE RELEASE AND IT APPEARS THAT THE IRRIGATION DITCH IS ABANDONED.  ALTHOUGH WE BELIEVE THAT THE IRRIGATION DITCH IS NOT CONSIDERED A WATER OF THE US, WE ARE REPORTING THIS RELEASE OUT OF AN ABUNDANCE OF CAUTION.	FIXED	EQUIPMENT FAILURE	DISCOVERED	RURAL FARM FIELDS SOUTH OF BUCKEYE AZ	05. MILES NORTH OF PATTERSON RD AND	0.70 MILES WEST OF 287TH AVENUE	BUCKEYE	AZ	MARICOPA		N	13 MILES SW	2013-10-02	03:00:00	Y	N	N	N		N		N	N	N	N	NONE	SOIL		U	VERIFIED TRANSFORMER WAS NON-PCB, MAKING ARRANGEMENTS FOR TRANSFORMER TO BE REMOVED AND OIL IMPACTED SOIL/CONCRETE TO BE REMOVED	CLEAR	U	***WEB REPORT*** THE IRRIGATION CANAL WAS DRY AND APPEARS TO BE ABANDONED.  WE BELIEVE THAT THE CANAL IS NOT CONSIDERED A WATER OF THE US HOWEVER, OUT OF AN ABUNDANCE OF CAUTION WE ARE SUBMITTING THIS REPORT.	ADEQ		Y
ALL TABLES	1061928	INC	MARINE CORPS	MILITARY	YUMA	AZ		TELEPHONE	2013-10-02	2013-10-02	CALLER IS REPORTING A RELEASE OF 110 GALLONS OF JP-8 FROM A MILITARY HELICOPTER WHILE FUELING, THE CAUSE WAS DUE TO A PART THAT WAS NOT IN PLACE, A SIGN WAS NOT POSTED ON THE HELICOPTER AS WELL.	AIRCRAFT	OPERATOR ERROR	OCCURRED	NORTH CALA			YUMA	AZ	YUMA		N		2013-10-02	01:30:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		Y	CLEANUP COMPLETED, WILL DISPOSE OF THE ABSORBANT MATERIAL.	CLEAR	U		ADEQ		Y
ALL TABLES	1061971	INC	REPUBLIC SERVICES	PRIVATE ENTERPRISE	PHOENIX	AZ		TELEPHONE	2013-10-03	2013-10-03	CALLER IS REPORTING A RELEASE OF APPROXIMATELY 80 GALLONS OF HYDRAULIC OIL ONTO A ROADWAY DUE TO AN EQUIPMENT MALFUNCTION ON THE TRASH TRUCK.	MOBILE	EQUIPMENT FAILURE	DISCOVERED		161 MOUNT PLEASANT RD		COLLIERVILLE	TN	SHELBY		N		2013-10-03	10:39:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CONTRACTOR EN ROUTE WITH STREET SWEEPER, APPLYING OIL DRY.	CLEAR	U		TN EMA		Y
ALL TABLES	1062370	INC		PRIVATE CITIZEN		AZ		TELEPHONE	2013-10-08	2013-10-08	CALLER STATED THAT A TRACTOR TRAILER TRUCK WENT INTO THE GUARD RAIL AND DAMAGED THEIR SADDLE TANK AND DISCHARGED 15 GALLONS ONTO THE GROUND.	MOBILE	OTHER	DISCOVERED		STATE ROUTE 111	NORTH BOUND	IMPERIAL	CA	IMPERIAL		N		2013-10-08	02:38:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		Y	TRYING TO ARRANGE CLEANUP.		U		PD		Y
ALL TABLES	1062399	INC	MOBILE MINI	PRIVATE ENTERPRISE	TEMPE	AZ		TELEPHONE	2013-10-08	2013-10-08	CALLER REPORTED THAT A TRACTOR TRAILER HAD A HYDRAULIC HOSE BREAK DISCHARGING AN UNKNOWN AMOUNT OF OIL ONTO THE GROUND.	MOBILE	EQUIPMENT FAILURE	OCCURRED		199 BOSTON ROAD		NORTH BILLARICA	MA	MIDDLESEX		N		2013-10-08	12:15:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		Y	UTILIZED A SPILL KIT.	CLEAR	U				Y
ALL TABLES	1062442	INC	CITY OF PHOENIX	LOCAL GOVERNMENT	PHOENIX	AZ		TELEPHONE	2013-10-08	2013-10-08	CALLER REPORTED THAT 75 GALLONS OF SEWAGE RELEASED INTO A STORM DRAIN DUE TO A MAN HOLE OVERFLOW.	FIXED	OTHER	OCCURRED		3400 E SKY HARBOR BLVD		PHOENIX	AZ	MARICOPA		N		2013-10-08	06:30:00	N	N	N	N		N		N	N	N	N	UNKNOWN	OTHER		Y	CLEAN UPS WAS CONDUCTED.	CLEAR	U		ADEQ		Y
ALL TABLES	1062784	INC	ARIZONA PUBLIC SERVICE	PUBLIC UTILITY	PHOENIX	AZ	85072	TELEPHONE	2013-10-12	2013-10-12	CALLER IS REPORTING A DISCHARGE OF NON-PCB MINERAL OIL FROM A OVERHEAD TRANSFORMER THAT CAUGHT ON FIRE DUE TO AN INTERNAL COMPONENT FAILURE WHICH CAUSED IT TO CATCH ON FIRE.	FIXED	EQUIPMENT FAILURE	OCCURRED		3319 WEST MCDOWELL		PHONIEX	AZ	MARICOPA		N		2013-10-11	21:30:00	N	Y	N	N		N		N	N	N	N	UNKNOWN	LAND		N	CALLER STATES CREWS ARE ON-SITE ADDRESSING THE TRANSFORMER AND CLEANUP WILL TAKE PLACE.	CLEAR	U	CALLER STATES MOST OF THE MATERIAL BURNED.			Y
ALL TABLES	1062888	INC	LAND STAR	PRIVATE ENTERPRISE	JACKSONVILLE	FL		TELEPHONE	2013-10-13	2013-10-13	CALLER STATED THAT APPROXIMATELY 20 GALLONS OF PAINT (UN1263) WAS RELEASED FROM THE BACK OF A TRUCK.	STORAGE TANK	TRANSPORT ACCIDENT	OCCURRED		95TH AVE & CAMEL BACK RD		PHOENIX	AZ	MARICOPA		N		2013-10-13	10:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	A CLEAN UP CONTRACTOR IS EN ROUTE.	UNKNOWN	U		AZ-DEQ, AZ-PUB SAFETY		Y
ALL TABLES	1062966	INC	GLOW FACTORY	PRIVATE ENTERPRISE	TUCSON	AR		TELEPHONE	2013-10-14	2013-10-14	CALLER STATED THAT THIS COMPANY CLEAN SILK SCREENS THAT HAS TOXIC MATERIAL ON AND IS FLUSHING DOWN THE DRAIN CONTINUOUSLY.	FIXED	OTHER	DISCOVERED		238 EAST 26TH STREET		TUCSON	AZ	PIMA		N		2013-08-30	10:00:00	N	N	N	N		N		N	N	N	N	UNKNOWN	WATER		U		UNKNOWN	U				Y
ALL TABLES	1063074	INC	SWIFT TRANSPORTATION.	UNKNOWN		XX		TELEPHONE	2013-10-15	2013-10-15	CALLER REPORTED A DRIVER WAS HAULING MATERIALS ACROSS THE FLOOR AND THE HYDRAULIC LINE WAS RUPTURED.	FIXED	EQUIPMENT FAILURE	DISCOVERED		8400 WEST SHERMAN ST		POLLESO	AZ	MARICOPA		N		2013-10-15	12:22:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		N	CONTRACTOR HAS BEEN HIRED	PARTLY CLOUDY	U				Y
ALL TABLES	1063231	INC	SOUTHWEST GAS CORPORATION	PUBLIC UTILITY	PHOENIX	AZ	850722075	TELEPHONE	2013-10-17	2013-10-17	CALLER STATED THERE WAS A NATURAL GAS RELEASE THAT RESULTED IN AN EXPLOSION AND FIRE AT A PRIVATE RESIDENCE.  CALLER STATED TWO PERSONS WERE INJURED AND TRANSPORTED TO THE HOSPITAL.  ALSO AN UNKNOWN NUMBER OF PRIVATE CITIZENS WERE EVACUATED.	FIXED	UNKNOWN	OCCURRED		7916 WEST VARNEY ROAD		PEORIA	AZ	MARICOPA		N		2013-10-16	21:28:00	N	Y	Y	Y	2	N		N	N	N	N	UNKNOWN	AIR		Y	CALLER STATED THE RELEASE WAS CUT OFF AT THE MAIN.		U		AZ CORP COMM		Y
ALL TABLES	1063238	INC	RUAN TRANSPORTATION	PRIVATE ENTERPRISE	DES MOINES	IA	50309	TELEPHONE	2013-10-17	2013-10-17	CALLER STATED THAT A TRACTOR TRAILER PUNCTURED ITS SADDLE TANK WHEN IT RAN OVER DEBRIS. THIS CAUSED 50 GALLONS OF DIESEL FUEL TO RELEASE ONTO THE ROADWAY.	MOBILE	OTHER	OCCURRED	HWY 60 EAST BOUND AT EXIT 178			MESA	AZ	MARICOPA		N		2013-10-17	06:50:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		Y	COORDINATING EFFORTS WITH ENVIRONMENTAL CONTRACTOR FOR CLEAN UP.	CLEAR	U				Y
ALL TABLES	1063393	INC	RAMAR MOVING SYSTEMS	PRIVATE ENTERPRISE	FREDERICK	MD	21702	TELEPHONE	2013-10-18	2013-10-18	CALLER IS REPORTING A RELEASE OF APPROXIMATELY 30-40 GALLONS OF DIESEL ONTO THE ROADWAY. NO WATERWAYS WERE IMPACTED. CAUSE IS THE TRACTOR TRAILER STRIKING ROAD DEBRIS.	MOBILE	OTHER	OCCURRED		I-40 MM154-155 EAST BOUND		ASH FORK	AZ	YAVAPAI		N		2013-10-17	15:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	AZ DOT APPLIED SORBENTS. CONTRACTOR EN ROUTE TO VERIFY CLEAN UP.	UNKNOWN	U		AZ DOT, DEQ AND SAFETY		Y
ALL TABLES	1063473	INC		UNKNOWN		XX		TELEPHONE	2013-10-19	2013-10-19	VANDALISM IN AN ALLEY WAY AT A MOBILE HOME PARK, A RISER WAS BROKEN OFF RESULTING IN A RELEASE OF PROPANE. THE RELEASE WAS SHUT OFF BY THE LOCAL POLICE.	FIXED	OTHER	OCCURRED	NAVAJO RESERVATION	HWY 160 AND HWY 163	193 HWY 163	KAYENTA	AZ	NAVAJO		N		2013-10-18	18:00:00	N	N	N	N		N		N	N	N	N	UNKNOWN	AIR		Y	SHUT OFF BY POLICE		U	THIS IS BEING REPORTED DUE TO EMERGENCY TRANSMISSION SHUTDOWN.	NAVAJO POLICE		Y
ALL TABLES	1063936	INC	R & L CARRIERS	PRIVATE ENTERPRISE	WILMINGTON	OH	45177	TELEPHONE	2013-10-24	2013-10-24	THE CALLER REPORTED THAT UN2794 (BATTERY ACID) RELEASED FROM A 1700 POUND BATTERY THAT TIPPED OVER IN TRANSIT.	MOBILE	TRANSPORT ACCIDENT	OCCURRED		830 SOUTH 25TH AVE		PHOENIX	AZ	MARICOPA	85009	N		2013-10-24	14:30:00	N	N	N	N		N		N	N	N	N	UNKNOWN	OTHER		Y	CONTRACTOR ENROUTE WITH AN ETA OF 1 HOUR	UNKNOWN	U		AZ-DEQ, AZ-DPS		Y
ALL TABLES	1064071	INC		UNKNOWN		XX		TELEPHONE	2013-10-25	2013-10-25	CALLER IS REPORTING SEWAGE THAT IS LEAKING FROM SOME PIPING AT AN APARTMENT COMPLEX.	FIXED	UNKNOWN	OCCURRED	IN FRONT OF APARTMENT 61 AND 63	2433 EAST MCDOWELL RD		PHOENIX	AZ	MARICOPA		N		2013-10-25	19:33:00	N	N	N	N		N		N	N	N	N	UNKNOWN	LAND		U	TWO MONTHS AGO THE EPA WAS ONSCENE TO INVESTIGATE THE INCIDENT	UNKNOWN	U			EPA	Y
ALL TABLES	1064345	INC	CR ENGLAND	PRIVATE ENTERPRISE	ELOY	AZ		TELEPHONE	2013-10-29	2013-10-29	CALLER STATED THAT DUE TO A DUST STORM THERE WAS A RELEASE FROM A TRACTOR TRUCK'S SADDLE TANK AFTER ACCIDENTS OCCURRED.	MOBILE	NATURAL PHENOMENON	OCCURRED		I-10 EXIT 212		ELOY	AZ	PINAL		N		2013-10-29	13:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CONTRACTOR ON SCENE	SUNNY	U		AZ-DEQ, DPS, DOT		Y
ALL TABLES	1064422	INC	CIRCLE K ENVIRONMENTAL GROUP	PRIVATE ENTERPRISE	CORONA	CA	92879	TELEPHONE	2013-10-30	2013-10-30	CALLER STATED THAT A CUSTOMER BACKED INTO A PUMP AND BROKE THE FUEL CONNECTION. THIS CAUSED 10-15 GALLONS OF GASOLINE TO RELEASE ONTO THE GROUND AND INTO A STORM DRAIN.	FIXED	OPERATOR ERROR	OCCURRED		537 S. WATSON ROAD		BUCKEYE	AZ	MARICOPA	85326	N		2013-10-29	10:50:00	N	N	N	N		N		N	N	N	N	UNKNOWN	WATER	STORM DRAIN	Y	FIRE DEPT RESPONDED, VAC TRUCK WAS USED TO REMOVE FUEL FROM THE DRAIN.	CLEAR	U		FIRE DEPT		Y
ALL TABLES	1064539	INC	ARIZONA PUBLIC SERVICE	PUBLIC UTILITY	PHOENIX	AZ	85072	WEB REPORT	2013-10-31	2013-10-31	****WEB REPORT**** SECONDARY CAUGHT FIRE AND BURNED A POLE MOUNTED TRANSFORMER.  THE TRANSFORMER LEAK ABOUT 1 GALLON OF OIL IN AN IRRIGATION CANAL.  CANAL WAS ISOLATED AT THE TIME OF THE SPILL BY IRRIGATION GATES.	FIXED	EQUIPMENT FAILURE	OCCURRED	SOUTH OF I-10 AND ABOUT 1/4 MILE WEST OF HARQUAHALA VALLEY ROAD, TONOPAH ARIZONA	SEE LOCATION DESCRIPTION		TONOPAH	AZ	MARICOPA		N	15 MILES W	2013-10-31	09:36:00	Y	Y	N	N		N		N	N	N	N	NONE	WATER	IRRIGATION CANAL	Y	LEAK FROM TRANSFORM STOPPED. ENSURE THAT THE ISOLATION GATES ON THE CANAL STAYED SHUT.  ENVIRONMENTAL CLEAN-UP CONTRACTOR RESPONDED TO SITE TO CLEAN THE OIL OUT OF THE CANAL.	CLEAR	N	****WEB REPORT****	ARIOZNA DEPARTMENT OF ENVIRONMENTAL QUAL	NRC	Y
ALL TABLES	1065016	INC	BOOMERANG EXPRESS INC	PRIVATE ENTERPRISE	SANTA ANNA	CA		TELEPHONE	2013-11-06	2013-11-06	CALLER REPORTED SOMEONE REAR ENDED A DOT TRUCK CAUSING A SPILL OF MATERIALS.	MOBILE	TRANSPORT ACCIDENT	DISCOVERED		INTERSTATE 10 EASTBOUND	MM 182	CASA GRANDE	AZ	PINAL		N		2013-11-06	02:25:00	N	N	N	Y	3	N		N	N	N	N	UNKNOWN	WATER	CULVERT	U	CLEAN UP UNDERWAY, INVESTIGATION UNDERWAY	CLEAR	U		ADOT		Y
ALL TABLES	1065149	INC		UNKNOWN		XX		TELEPHONE	2013-11-07	2013-11-07	CALLER IS REPORTING TWO RAIL CARS THAT GOT LOOSE ON THE TRACK. CALLER STATED  THE RAIL CARS GOT OUT ON THE MAIN TRACK AND THE CAUSE IS UNDER INVESTIGATION. THE RAIL CARS WERE FOUND LATER ON DERAILED AND THE TRACK IS DAMAGED.	RAILROAD NON-RELEASE	DERAILMENT	OCCURRED	MP 331.7			COSNINO	AZ	COCONINO		N		2013-11-07	11:00:00	N	N	N	N		N		N	N	N	N	UNKNOWN	NON-RELEASE (N/A)		U	THE CARS HAVE DERAILED AND THERE IS TRACK DAMAGE.		U				Y
ALL TABLES	1065266	INC	WERNER TRUCKING	PRIVATE ENTERPRISE		AZ		WEB REPORT	2013-11-08	2013-11-08	****WEB REPORT**** WHILE TRAVELING OVER BRIDGE OVER THE QUERINO WASH CAUGHT FIRE AND BURNED.  TRUCK WAS CARRYING CARPET.  WATER FROM FIRE DEPARTMENT WASHED MELTING PLASTIC AND DIESEL FUEL AND POSSIBLY OIL FROM CRANKCASE ONTO BRIDGE AND INTO THE QUERINO WASH WHERE IS HAS RUN ABOUT TWO TO THREE HUNDRED FEET DOWN THE CREEK BED TOWARDS THE PUERCO RIVER.	MOBILE	OTHER	OCCURRED	I-40 WB MM 344 ON BRIDGE AT COORDINATES LAT 35.265385 LONG -109.270613	I-40 WESTBOUND MM 344 ON BRIDGE	35.265385	LUPTON	AZ	APACHE	86508	N	20 MILES ENE	2013-11-08	05:00:00	Y	Y	N	U		U		N	N	N	Y	NONE	SOIL		N	MATERIALS CLEANED UP FROM ROADWAY, NAVAJO EPA WANTS SOIL IN WASH DUG OUT AND REMOVED, WHEELED MACHINES TO BE UTILIZED, FIRE DEPARTMENT PUT OUT TRUCK FIRE WITH TANKER	SUNNY	U	NAVAJO EPA CONTACTED SINCE WASH AND BRIDGE ARE ON NAVAJO RESERVATION, WASH IS DRY AT THIS TIME BUT FEEDS INTO THE PUERCO RIVER ABOUT 300 FEET DOWNSTREAM OF THE RELEASE.	ADEQ	USEPA AND NAVAJO EPA	Y
ALL TABLES	1065600	INC		UNKNOWN		XX		TELEPHONE	2013-11-13	2013-11-13	CALLER IS REPORTING THAT A FREIGHT TRAIN (EMPTY COAL TRAIN) WENT INTO EMERGENCY THEY STOPPED AN INSPECTED THEIR TRAIN AND FOUND 36 CARS DERAILED.  CALLER STATED THAT THE CAUSE OF THE DERAILMENT IS UNDER INVESTIGATION.	RAILROAD NON-RELEASE	DERAILMENT	OCCURRED	MILEPOST 178			LUPTON	AZ	APACHE		N		2013-11-12	20:27:00	N	N	N	N		N		N	N	N	N	UNKNOWN	RAIL REPORT (N/A)		U	EQUIPMENT IS ONSCENE AND WAS ORDERED TO CLEAR THE SITE.	CLEAR	U	CALLER STATED THAT MAIN LINE 2 WILL REOPEN AT 1800 MOUNTAIN TIME AND MAIN LINE 1 IS PENDING.	AZ CORP COM		Y
ALL TABLES	1065746	INC	US FOREST SERVICE	FEDERAL GOVERNMENT	PRESCOTT	AZ		TELEPHONE	2013-11-14	2013-11-14	CALLER IS REPORTING SMOKE FROM CONTROLLED BURNS OF THE FOREST TO PREVENT FUTURE FOREST FIRES BUT IS CAUSING RESIDENTS INHALATION HAZARDS. THE SMOKE IS PERVADING THE BOTH TOWNS, PRESCOTT AND PRESCOTT VALLEY.	FIXED	OTHER	OCCURRED		DOWNTOWN		PRESCOTT	AZ	YAVAPAI		Y		2013-11-14	10:30:00	N	Y	N	N		N		N	N	N	N	NONE	AIR		U	NONE TAKEN	CLEAR	U				Y
ALL TABLES	1065775	INC	NIGHT TRANSPORTATION	PRIVATE ENTERPRISE	PHOENIX	AZ	85043	TELEPHONE	2013-11-14	2013-11-14	CALLER IS REPORTING A RELEASE OF APPROXIMATELY 30 GALLONS OF DIESEL FUEL FROM A TRACTOR TRAILER TRUCK SADDLE TANK ONTO A PARKING LOT DUE TO ROAD DEBRIS PUNCTURING THE TANK.	MOBILE	OPERATOR ERROR	OCCURRED		1201 WEST MAIN ST	PILOT TRUCK STOP	QUARTZSITE	AZ	LA PAZ		N		2013-11-14	13:10:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CONTRACTOR DISPATCHED FOR REMEDIATION AND CLEANUP, SORBENT MATERIAL APPLIED TO PREVENT MIGRATION OF RELEASED MATERIAL.	UNKNOWN	U		DEQ, DPS, DOT		Y
ALL TABLES	1065995	INC	UNITED PETROLEUM TRANSPORTS	PRIVATE ENTERPRISE	PHOENIX	AZ	85043	TELEPHONE	2013-11-17	2013-11-17	CALLER STATED THAT A TANKER WAS MAKING A TURN AND STRUCK A POST. THE POST RUPTURED THE TANK THAT ALLOWED APPROXIMATELY 4000 GALLONS OF GASOLINE ONTO A  PARKING LOT AND INTO A NEARBY DRY RIVER BED.	MOBILE	TRANSPORT ACCIDENT	OCCURRED		16948 EAST SHEA BLVD		FOUNTAIN HILLS	AZ	MARICOPA		N		2013-11-17	01:00:00	N	N	N	N		N		N	N	N	N	NONE	LAND		Y	CONTRACTOR IS ON SCENE.	UNKNOWN	U		AZ-DEQ, FH-SANITARY, FIRE		Y
