original order	Original	PACEIndicator	Report date	County	Enrollment	orig total
5830	INTEGRA	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	3.0	572.0
5831	INTEGRA	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	5.0	572.0
5833	METROPLUS 	Partial capitation	NOVEMBER 1, 2013	NEW YORK	429.0	429.0
5835	MONTEFIORE HMO	Partial capitation	NOVEMBER 1, 2013	NEW YORK	3.0	4.0
5836	MONTEFIORE HMO	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	1.0	4.0
5838	NORTH SHORE-LIJ HEALTH PLAN	Partial capitation	NOVEMBER 1, 2013	NASSAU	17.0	19.0
5839	NORTH SHORE-LIJ HEALTH PLAN	Partial capitation	NOVEMBER 1, 2013	NEW YORK	2.0	19.0
5841	SENIOR HEALTH PARTNERS INC	Partial capitation	NOVEMBER 1, 2013	NASSAU	184.0	10745.0
5842	SENIOR HEALTH PARTNERS INC	Partial capitation	NOVEMBER 1, 2013	NEW YORK	10484.0	10745.0
5843	SENIOR HEALTH PARTNERS INC	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	77.0	10745.0
5845	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2013	HERKIMER	53.0	446.0
5846	SENIOR NETWORK HEALTH	Partial capitation	NOVEMBER 1, 2013	ONEIDA	393.0	446.0
5848	SENIOR WHOLE HEALTH	Partial capitation	NOVEMBER 1, 2013	NEW YORK	523.0	523.0
5850	TOTAL AGING IN PLACE PROGRAM	Partial capitation	NOVEMBER 1, 2013	ERIE	120.0	120.0
5852	UNITED HEALTHCARE	Partial capitation	NOVEMBER 1, 2013	NEW YORK	507.0	507.0
5854	VILLAGE CARE 	Partial capitation	NOVEMBER 1, 2013	NEW YORK	2346.0	2346.0
5856	VNA HEALTHCARE OPTIONS	Partial capitation	NOVEMBER 1, 2013	CAYUGA	1.0	156.0
5857	VNA HEALTHCARE OPTIONS	Partial capitation	NOVEMBER 1, 2013	MADISON	1.0	156.0
5858	VNA HEALTHCARE OPTIONS	Partial capitation	NOVEMBER 1, 2013	ONONDAGA	154.0	156.0
5860	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	COLUMBIA	1.0	17929.0
5861	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	DUTCHESS	13.0	17929.0
5862	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	GREENE	1.0	17929.0
5863	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	NASSAU	311.0	17929.0
5864	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	NEW YORK	17215.0	17929.0
5865	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	ORANGE	6.0	17929.0
5866	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	RENSSELAER	1.0	17929.0
5867	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	ROCKLAND	7.0	17929.0
5868	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	116.0	17929.0
5869	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	ULSTER	1.0	17929.0
5870	VNS CHOICE	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	257.0	17929.0
5872	WELLCARE	Partial capitation	NOVEMBER 1, 2013	ALBANY	8.0	5350.0
5873	WELLCARE	Partial capitation	NOVEMBER 1, 2013	ERIE	71.0	5350.0
5874	WELLCARE	Partial capitation	NOVEMBER 1, 2013	NASSAU	41.0	5350.0
5875	WELLCARE	Partial capitation	NOVEMBER 1, 2013	NEW YORK	5093.0	5350.0
5876	WELLCARE	Partial capitation	NOVEMBER 1, 2013	ORANGE	40.0	5350.0
5877	WELLCARE	Partial capitation	NOVEMBER 1, 2013	ROCKLAND	33.0	5350.0
5878	WELLCARE	Partial capitation	NOVEMBER 1, 2013	SUFFOLK	9.0	5350.0
5879	WELLCARE	Partial capitation	NOVEMBER 1, 2013	ULSTER	31.0	5350.0
5880	WELLCARE	Partial capitation	NOVEMBER 1, 2013	WESTCHESTER	24.0	5350.0
5895	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2008	NEW YORK	2177.0	2346.0
5896	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2008	WESTCHESTER	169.0	2346.0
5898	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2008	ALBANY	1.0	107.0
5899	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2008	RENSSELAER	0.0	107.0
5900	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2008	SCHENECTADY	105.0	107.0
5901	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2008	SCHOHARIE	1.0	107.0
5903	INDEPENDENT LIVING FOR SENIORS	PACE plan	DECEMBER 1, 2008	MONROE	234.0	234.0
5905	PACE CNY	PACE plan	DECEMBER 1, 2008	ONONDAGA	319.0	319.0
5910	AMERIGROUP	Partial capitation	DECEMBER 1, 2008	NEW YORK	428.0	428.0
5912	CCM SELECT	Partial capitation	DECEMBER 1, 2008	NEW YORK	1026.0	1042.0
5913	CCM SELECT	Partial capitation	DECEMBER 1, 2008	WESTCHESTER	16.0	1042.0
5915	ELANT	Partial capitation	DECEMBER 1, 2008	ORANGE	104.0	137.0
5916	ELANT	Partial capitation	DECEMBER 1, 2008	ROCKLAND	33.0	137.0
5918	GUILDNET	Partial capitation	DECEMBER 1, 2008	NASSAU	522.0	6585.0
5919	GUILDNET	Partial capitation	DECEMBER 1, 2008	NEW YORK	5846.0	6585.0
5920	GUILDNET	Partial capitation	DECEMBER 1, 2008	SUFFOLK	217.0	6585.0
5922	HHH CHOICES	Partial capitation	DECEMBER 1, 2008	NEW YORK	699.0	699.0
5924	HOMEFIRST	Partial capitation	DECEMBER 1, 2008	NEW YORK	2954.0	2954.0
5926	INDEPENDENCE CARE SYSTEMS	Partial capitation	DECEMBER 1, 2008	NEW YORK	1338.0	1338.0
5928	PARTNERS IN COMMUNITY CARE	Partial capitation	DECEMBER 1, 2008	ORANGE	154.0	243.0
5929	PARTNERS IN COMMUNITY CARE	Partial capitation	DECEMBER 1, 2008	ROCKLAND	89.0	243.0
5931	SENIOR HEALTH PARTNERS INC	Partial capitation	DECEMBER 1, 2008	NEW YORK	1348.0	1348.0
5933	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2008	HERKIMER	38.0	359.0
5934	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2008	ONEIDA	321.0	359.0
5936	TOTAL AGING IN PLACE PROGRAM	Partial capitation	DECEMBER 1, 2008	ERIE	144.0	144.0
5938	VNS CHOICE	Partial capitation	DECEMBER 1, 2008	NEW YORK	6750.0	6750.0
5940	WELLCARE	Partial capitation	DECEMBER 1, 2008	NEW YORK	147.0	147.0
5954	ARCHCARE SENIOR LIFE	PACE plan	DECEMBER 1, 2009	NEW YORK	4.0	4.0
5956	CHS BUFFALO LIFE	PACE plan	DECEMBER 1, 2009	ERIE	3.0	3.0
5958	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2009	NASSAU	8.0	2516.0
5959	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2009	NEW YORK	2274.0	2516.0
5960	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2009	SUFFOLK	59.0	2516.0
5961	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2009	WESTCHESTER	175.0	2516.0
5963	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2009	SCHENECTADY	104.0	104.0
5965	INDEPENDENT LIVING FOR SENIORS	PACE plan	DECEMBER 1, 2009	MONROE	262.0	262.0
5967	PACE CNY	PACE plan	DECEMBER 1, 2009	CHAUTAUQUA	1.0	335.0
5968	PACE CNY	PACE plan	DECEMBER 1, 2009	ONONDAGA	334.0	335.0
5970	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2009	CATTARAUGUS	24.0	24.0
5975	AMERIGROUP	Partial capitation	DECEMBER 1, 2009	NEW YORK	698.0	698.0
5977	CCM SELECT	Partial capitation	DECEMBER 1, 2009	NEW YORK	1460.0	1482.0
5978	CCM SELECT	Partial capitation	DECEMBER 1, 2009	WESTCHESTER	22.0	1482.0
5980	ELANT	Partial capitation	DECEMBER 1, 2009	ORANGE	111.0	143.0
5981	ELANT	Partial capitation	DECEMBER 1, 2009	ROCKLAND	32.0	143.0
5983	GUILDNET	Partial capitation	DECEMBER 1, 2009	NASSAU	479.0	6389.0
5984	GUILDNET	Partial capitation	DECEMBER 1, 2009	NEW YORK	5616.0	6389.0
5985	GUILDNET	Partial capitation	DECEMBER 1, 2009	SUFFOLK	294.0	6389.0
5987	HHH CHOICES	Partial capitation	DECEMBER 1, 2009	NEW YORK	794.0	794.0
5989	HOMEFIRST	Partial capitation	DECEMBER 1, 2009	NEW YORK	3468.0	3468.0
5991	INDEPENDENCE CARE SYSTEMS	Partial capitation	DECEMBER 1, 2009	NEW YORK	1430.0	1430.0
5993	PARTNERS IN COMMUNITY CARE	Partial capitation	DECEMBER 1, 2009	ORANGE	178.0	314.0
5994	PARTNERS IN COMMUNITY CARE	Partial capitation	DECEMBER 1, 2009	ROCKLAND	136.0	314.0
5996	SENIOR HEALTH PARTNERS INC	Partial capitation	DECEMBER 1, 2009	NEW YORK	1906.0	1906.0
5998	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2009	HERKIMER	47.0	390.0
5999	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2009	ONEIDA	343.0	390.0
6001	TOTAL AGING IN PLACE PROGRAM	Partial capitation	DECEMBER 1, 2009	ERIE	144.0	144.0
6003	VNS CHOICE	Partial capitation	DECEMBER 1, 2009	NEW YORK	7730.0	7730.0
6005	WELLCARE	Partial capitation	DECEMBER 1, 2009	NEW YORK	622.0	622.0
6020	ARCHCARE SENIOR LIFE	PACE plan	DECEMBER 1, 2010	NEW YORK	116.0	116.0
6022	CHS BUFFALO LIFE	PACE plan	DECEMBER 1, 2010	ERIE	42.0	42.0
6024	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2010	NASSAU	10.0	2543.0
6025	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2010	NEW YORK	2303.0	2543.0
6026	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2010	SUFFOLK	63.0	2543.0
6027	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2010	WESTCHESTER	167.0	2543.0
6029	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2010	ALBANY	2.0	108.0
6030	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2010	SCHENECTADY	106.0	108.0
6032	INDEPENDENT LIVING FOR SENIORS	PACE plan	DECEMBER 1, 2010	MONROE	271.0	271.0
6034	PACE CNY	PACE plan	DECEMBER 1, 2010	CHAUTAUQUA	1.0	392.0
6035	PACE CNY	PACE plan	DECEMBER 1, 2010	ONONDAGA	390.0	392.0
6036	PACE CNY	PACE plan	DECEMBER 1, 2010	OSWEGO	1.0	392.0
6038	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2010	ALLEGANY	3.0	57.0
6039	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2010	CATTARAUGUS	54.0	57.0
6044	AMERIGROUP	Partial capitation	DECEMBER 1, 2010	NEW YORK	903.0	903.0
6046	CCM SELECT	Partial capitation	DECEMBER 1, 2010	NEW YORK	1808.0	1838.0
6047	CCM SELECT	Partial capitation	DECEMBER 1, 2010	WESTCHESTER	30.0	1838.0
6049	ELANT	Partial capitation	DECEMBER 1, 2010	ORANGE	111.0	147.0
6050	ELANT	Partial capitation	DECEMBER 1, 2010	ROCKLAND	36.0	147.0
6052	ELDERSERVE	Partial capitation	DECEMBER 1, 2010	NASSAU	7.0	184.0
6053	ELDERSERVE	Partial capitation	DECEMBER 1, 2010	NEW YORK	175.0	184.0
6054	ELDERSERVE	Partial capitation	DECEMBER 1, 2010	WESTCHESTER	2.0	184.0
6056	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2010	ORANGE	199.0	382.0
6057	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2010	ROCKLAND	183.0	382.0
6059	GUILDNET	Partial capitation	DECEMBER 1, 2010	NASSAU	473.0	6286.0
6060	GUILDNET	Partial capitation	DECEMBER 1, 2010	NEW YORK	5438.0	6286.0
6061	GUILDNET	Partial capitation	DECEMBER 1, 2010	SUFFOLK	375.0	6286.0
6063	HHH CHOICES	Partial capitation	DECEMBER 1, 2010	NEW YORK	934.0	934.0
6065	HOMEFIRST	Partial capitation	DECEMBER 1, 2010	NEW YORK	3550.0	3550.0
6067	INDEPENDENCE CARE SYSTEMS	Partial capitation	DECEMBER 1, 2010	NEW YORK	1615.0	1615.0
6069	SENIOR HEALTH PARTNERS INC	Partial capitation	DECEMBER 1, 2010	NEW YORK	2498.0	2498.0
6071	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2010	HERKIMER	52.0	390.0
6072	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2010	ONEIDA	338.0	390.0
6074	TOTAL AGING IN PLACE PROGRAM	Partial capitation	DECEMBER 1, 2010	ERIE	140.0	140.0
6076	VNS CHOICE	Partial capitation	DECEMBER 1, 2010	NEW YORK	8668.0	8668.0
6078	WELLCARE	Partial capitation	DECEMBER 1, 2010	NEW YORK	1200.0	1200.0
6093	ARCHCARE SENIOR LIFE	PACE plan	DECEMBER 1, 2011	NEW YORK	189.0	189.0
6095	CHS BUFFALO LIFE	PACE plan	DECEMBER 1, 2011	ERIE	72.0	72.0
6097	COMPLETE SENIOR CARE	PACE plan	DECEMBER 1, 2011	NIAGARA	19.0	19.0
6099	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2011	NASSAU	17.0	2877.0
6100	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2011	NEW YORK	2641.0	2877.0
6101	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2011	SUFFOLK	65.0	2877.0
6102	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2011	WESTCHESTER	154.0	2877.0
6104	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2011	ALBANY	3.0	112.0
6105	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2011	SCHENECTADY	109.0	112.0
6107	INDEPENDENT LIVING FOR SENIORS	PACE plan	DECEMBER 1, 2011	MONROE	289.0	289.0
6109	PACE CNY	PACE plan	DECEMBER 1, 2011	CHAUTAUQUA	0.0	401.0
6110	PACE CNY	PACE plan	DECEMBER 1, 2011	ONONDAGA	400.0	401.0
6111	PACE CNY	PACE plan	DECEMBER 1, 2011	OSWEGO	1.0	401.0
6113	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2011	ALLEGANY	5.0	77.0
6114	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2011	CATTARAUGUS	72.0	77.0
6119	AMERIGROUP	Partial capitation	DECEMBER 1, 2011	NEW YORK	1415.0	1415.0
6121	CCM SELECT	Partial capitation	DECEMBER 1, 2011	NEW YORK	3337.0	3375.0
6122	CCM SELECT	Partial capitation	DECEMBER 1, 2011	WESTCHESTER	38.0	3375.0
6124	ELANT	Partial capitation	DECEMBER 1, 2011	ORANGE	126.0	179.0
6125	ELANT	Partial capitation	DECEMBER 1, 2011	ROCKLAND	53.0	179.0
6127	ELDERPLAN	Partial capitation	DECEMBER 1, 2011	NEW YORK	4711.0	4711.0
6129	ELDERSERVE	Partial capitation	DECEMBER 1, 2011	NASSAU	24.0	3318.0
6130	ELDERSERVE	Partial capitation	DECEMBER 1, 2011	NEW YORK	3238.0	3318.0
6131	ELDERSERVE	Partial capitation	DECEMBER 1, 2011	SUFFOLK	17.0	3318.0
6132	ELDERSERVE	Partial capitation	DECEMBER 1, 2011	WESTCHESTER	39.0	3318.0
6134	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2011	ORANGE	240.0	433.0
6135	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2011	ROCKLAND	193.0	433.0
6137	GUILDNET	Partial capitation	DECEMBER 1, 2011	NASSAU	482.0	7283.0
6138	GUILDNET	Partial capitation	DECEMBER 1, 2011	NEW YORK	6357.0	7283.0
6139	GUILDNET	Partial capitation	DECEMBER 1, 2011	SUFFOLK	444.0	7283.0
6141	HHH CHOICES	Partial capitation	DECEMBER 1, 2011	NEW YORK	1234.0	1234.0
6143	INDEPENDENCE CARE SYSTEMS	Partial capitation	DECEMBER 1, 2011	NEW YORK	1929.0	1929.0
6145	SENIOR HEALTH PARTNERS INC	Partial capitation	DECEMBER 1, 2011	NEW YORK	3353.0	3353.0
6147	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2011	HERKIMER	49.0	389.0
6148	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2011	ONEIDA	340.0	389.0
6150	TOTAL AGING IN PLACE PROGRAM	Partial capitation	DECEMBER 1, 2011	ERIE	129.0	129.0
6152	VNS CHOICE	Partial capitation	DECEMBER 1, 2011	NEW YORK	9893.0	9893.0
6154	WELLCARE	Partial capitation	DECEMBER 1, 2011	NEW YORK	1846.0	1846.0
6171	ARCHCARE SENIOR LIFE	PACE plan	DECEMBER 1, 2012	NEW YORK	229.0	229.0
6173	CHS BUFFALO LIFE	PACE plan	DECEMBER 1, 2012	ERIE	115.0	115.0
6175	COMPLETE SENIOR CARE	PACE plan	DECEMBER 1, 2012	NIAGARA	59.0	59.0
6177	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2012	NASSAU	25.0	3165.0
6178	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2012	NEW YORK	2902.0	3165.0
6179	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2012	SUFFOLK	72.0	3165.0
6180	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2012	WESTCHESTER	166.0	3165.0
6182	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2012	ALBANY	4.0	127.0
6183	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2012	SCHENECTADY	123.0	127.0
6185	INDEPENDENT LIVING FOR SENIORS	PACE plan	DECEMBER 1, 2012	MONROE	379.0	379.0
6187	PACE CNY	PACE plan	DECEMBER 1, 2012	ONONDAGA	428.0	429.0
6188	PACE CNY	PACE plan	DECEMBER 1, 2012	OSWEGO	1.0	429.0
6190	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2012	ALLEGANY	7.0	91.0
6191	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2012	CATTARAUGUS	84.0	91.0
6196	AETNA BETTER HEALTH	Partial capitation	DECEMBER 1, 2012	NASSAU	1.0	30.0
6197	AETNA BETTER HEALTH	Partial capitation	DECEMBER 1, 2012	NEW YORK	28.0	30.0
6198	AETNA BETTER HEALTH	Partial capitation	DECEMBER 1, 2012	SUFFOLK	1.0	30.0
6200	AGEWELL NEW YORK	Partial capitation	DECEMBER 1, 2012	NASSAU	20.0	40.0
6201	AGEWELL NEW YORK	Partial capitation	DECEMBER 1, 2012	NEW YORK	19.0	40.0
6202	AGEWELL NEW YORK	Partial capitation	DECEMBER 1, 2012	SUFFOLK	1.0	40.0
6204	AMERIGROUP	Partial capitation	DECEMBER 1, 2012	NEW YORK	2187.0	2187.0
6206	ARCHCARE COMMUNITY LIFE	Partial capitation	DECEMBER 1, 2012	NEW YORK	7.0	98.0
6207	ARCHCARE COMMUNITY LIFE	Partial capitation	DECEMBER 1, 2012	WESTCHESTER	91.0	98.0
6209	CCM SELECT	Partial capitation	DECEMBER 1, 2012	NEW YORK	6279.0	6404.0
6210	CCM SELECT	Partial capitation	DECEMBER 1, 2012	ROCKLAND	67.0	6404.0
6211	CCM SELECT	Partial capitation	DECEMBER 1, 2012	WESTCHESTER	58.0	6404.0
6213	ELANT	Partial capitation	DECEMBER 1, 2012	DUTCHESS	23.0	260.0
6214	ELANT	Partial capitation	DECEMBER 1, 2012	ORANGE	132.0	260.0
6215	ELANT	Partial capitation	DECEMBER 1, 2012	ROCKLAND	105.0	260.0
6217	ELDERPLAN	Partial capitation	DECEMBER 1, 2012	MONROE	12.0	6727.0
6218	ELDERPLAN	Partial capitation	DECEMBER 1, 2012	NASSAU	4.0	6727.0
6219	ELDERPLAN	Partial capitation	DECEMBER 1, 2012	NEW YORK	6697.0	6727.0
6220	ELDERPLAN	Partial capitation	DECEMBER 1, 2012	WESTCHESTER	14.0	6727.0
6222	ELDERSERVE	Partial capitation	DECEMBER 1, 2012	NASSAU	35.0	6909.0
6223	ELDERSERVE	Partial capitation	DECEMBER 1, 2012	NEW YORK	6763.0	6909.0
6224	ELDERSERVE	Partial capitation	DECEMBER 1, 2012	SUFFOLK	20.0	6909.0
6225	ELDERSERVE	Partial capitation	DECEMBER 1, 2012	WESTCHESTER	91.0	6909.0
6227	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	CAYUGA	1.0	1805.0
6228	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	CHAUTAUQUA	1.0	1805.0
6229	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	COLUMBIA	1.0	1805.0
6230	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	ERIE	1.0	1805.0
6231	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	HERKIMER	2.0	1805.0
6232	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	MONTGOMERY	2.0	1805.0
6233	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	NASSAU	2.0	1805.0
6234	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	NEW YORK	1308.0	1805.0
6235	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	ONEIDA	4.0	1805.0
6236	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	ONONDAGA	5.0	1805.0
6237	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	ORANGE	240.0	1805.0
6238	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	OSWEGO	1.0	1805.0
6239	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	RENSSELAER	5.0	1805.0
6240	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	ROCKLAND	218.0	1805.0
6241	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	SCHENECTADY	4.0	1805.0
6242	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	SUFFOLK	4.0	1805.0
6243	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	SULLIVAN	1.0	1805.0
6244	FIDELIS CARE AT HOME	Partial capitation	DECEMBER 1, 2012	WESTCHESTER	5.0	1805.0
6246	GUILDNET	Partial capitation	DECEMBER 1, 2012	NASSAU	559.0	9822.0
6247	GUILDNET	Partial capitation	DECEMBER 1, 2012	NEW YORK	8684.0	9822.0
6248	GUILDNET	Partial capitation	DECEMBER 1, 2012	SUFFOLK	563.0	9822.0
6249	GUILDNET	Partial capitation	DECEMBER 1, 2012	WESTCHESTER	16.0	9822.0
6251	HHH CHOICES	Partial capitation	DECEMBER 1, 2012	NEW YORK	1678.0	1686.0
6252	HHH CHOICES	Partial capitation	DECEMBER 1, 2012	WESTCHESTER	8.0	1686.0
6254	HIP OF GREATER NEW YORK	Partial capitation	DECEMBER 1, 2012	NASSAU	2.0	351.0
6255	HIP OF GREATER NEW YORK	Partial capitation	DECEMBER 1, 2012	NEW YORK	349.0	351.0
6257	INDEPENDENCE CARE SYSTEMS	Partial capitation	DECEMBER 1, 2012	NEW YORK	3560.0	3560.0
6259	SENIOR HEALTH PARTNERS INC	Partial capitation	DECEMBER 1, 2012	NASSAU	14.0	5870.0
6260	SENIOR HEALTH PARTNERS INC	Partial capitation	DECEMBER 1, 2012	NEW YORK	5856.0	5870.0
6262	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2012	HERKIMER	56.0	386.0
6263	SENIOR NETWORK HEALTH	Partial capitation	DECEMBER 1, 2012	ONEIDA	330.0	386.0
6265	SENIOR WHOLE HEALTH	Partial capitation	DECEMBER 1, 2012	NEW YORK	65.0	65.0
6267	TOTAL AGING IN PLACE PROGRAM	Partial capitation	DECEMBER 1, 2012	ERIE	128.0	128.0
6269	UNITED HEALTHCARE	Partial capitation	DECEMBER 1, 2012	NEW YORK	2.0	2.0
6271	VILLAGE CARE 	Partial capitation	DECEMBER 1, 2012	NEW YORK	928.0	928.0
6273	VNS CHOICE	Partial capitation	DECEMBER 1, 2012	DUTCHESS	9.0	16351.0
6274	VNS CHOICE	Partial capitation	DECEMBER 1, 2012	NASSAU	189.0	16351.0
6275	VNS CHOICE	Partial capitation	DECEMBER 1, 2012	NEW YORK	15913.0	16351.0
6276	VNS CHOICE	Partial capitation	DECEMBER 1, 2012	SUFFOLK	59.0	16351.0
6277	VNS CHOICE	Partial capitation	DECEMBER 1, 2012	WESTCHESTER	181.0	16351.0
6279	WELLCARE	Partial capitation	DECEMBER 1, 2012	ERIE	13.0	3567.0
6280	WELLCARE	Partial capitation	DECEMBER 1, 2012	NEW YORK	3550.0	3567.0
6281	WELLCARE	Partial capitation	DECEMBER 1, 2012	ORANGE	1.0	3567.0
6282	WELLCARE	Partial capitation	DECEMBER 1, 2012	ROCKLAND	1.0	3567.0
6283	WELLCARE	Partial capitation	DECEMBER 1, 2012	ULSTER	2.0	3567.0
6300	ARCHCARE SENIOR LIFE	PACE plan	DECEMBER 1, 2013	NEW YORK	305.0	305.0
6302	CHS BUFFALO LIFE	PACE plan	DECEMBER 1, 2013	ERIE	159.0	159.0
6304	COMPLETE SENIOR CARE	PACE plan	DECEMBER 1, 2013	NIAGARA	85.0	85.0
6306	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2013	NASSAU	58.0	3669.0
6307	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2013	NEW YORK	3298.0	3669.0
6308	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2013	SUFFOLK	92.0	3669.0
6309	COMPREHENSIVE CARE MGMT 	PACE plan	DECEMBER 1, 2013	WESTCHESTER	221.0	3669.0
6311	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2013	ALBANY	4.0	143.0
6312	EDDY SENIOR CARE	PACE plan	DECEMBER 1, 2013	SCHENECTADY	139.0	143.0
6314	INDEPENDENT LIVING FOR SENIORS	PACE plan	DECEMBER 1, 2013	MONROE	470.0	470.0
6316	PACE CNY	PACE plan	DECEMBER 1, 2013	ONONDAGA	443.0	443.0
6318	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2013	ALLEGANY	13.0	91.0
6319	TOTAL SENIOR CARE	PACE plan	DECEMBER 1, 2013	CATTARAUGUS	78.0	91.0
6324	AETNA BETTER HEALTH	Partial capitation	DECEMBER 1, 2013	NASSAU	230.0	2119.0
6325	AETNA BETTER HEALTH	Partial capitation	DECEMBER 1, 2013	NEW YORK	1647.0	2119.0
6326	AETNA BETTER HEALTH	Partial capitation	DECEMBER 1, 2013	SUFFOLK	242.0	2119.0
6328	AGEWELL NEW YORK	Partial capitation	DECEMBER 1, 2013	NASSAU	333.0	2287.0
6329	AGEWELL NEW YORK	Partial capitation	DECEMBER 1, 2013	NEW YORK	1716.0	2287.0
6330	AGEWELL NEW YORK	Partial capitation	DECEMBER 1, 2013	SUFFOLK	103.0	2287.0
